paper_id,route_id,route_node_id,target_entity_id,target_material,route_role,material_provenance,process_summary,normalized_tags,precursors,solvents,polymer_components,additives,final_form,step_count,step_types,steps_json,confidence,title,doi,year,journal,source_json
zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical,route_1,route:zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical:route_1,,Li5AlO4 powder,precursor_synthesis,lab_synthesis,Solid-state reaction of LiOH·H2O and nano Al2O3 via ball milling and calcination at 950 °C.,calcination; mechanical_milling; solid_state_reaction,LiOH·H2O; Nano Al2O3,anhydrous isopropyl alcohol,,sucrose,powder,2,ball_milling; calcination,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""YXQM-8L planetary ball mill, YSZ media"", ""evidence"": ["" \H_2\O (AR, 98\\% ) and Nano \Al_2O_3 (AR, 99.99\\% ) were mixed strictly according to stoichiometric \Li_5\AlO_4 (78.2\g) . The mixing speed was 200~\rpm (revolution, rotation 400~\rpm ), the solvent was anhydrous isopropyl alcohol (IPA, 200\g ), and the grinding media were yttrium-stabilized zirconia (YSZ). The planetary ball milling apparatus was YXQM-8L. The raw material powders were mixed evenly after 6\h . Ten grams of dried mixture (add 1\g, 10\wt\\% sucrose) was calcinated in a seal \MgO crucible at 950^\\circ\C for 12\h at a heating rate of 3^\\circ\C \min^-1 . The function of sucrose is to keep \Li_5\AlO_4 fluffy and convenient for later processing.""], ""heating_rate"": null, ""notes"": ""200 rpm mixing speed, revolution/rotation 400 rpm"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": ""6 h"", ""type"": ""ball_milling"", ""atmosphere"": ""sealed MgO crucible"", ""cooling_rate"": null, ""equipment"": ""sealed MgO crucible"", ""evidence"": [""Ten grams of dried mixture (add 1 g, 10 wt% sucrose) was calcinated in a seal MgO crucible at 950 °C for 12 h at a heating rate of 3 °C min^-1.""], ""heating_rate"": ""3 °C min^-1"", ""notes"": ""10 wt% sucrose added to dried mixture before calcination"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""950 °C"", ""time"": ""12 h"", ""type"": ""calcination""]",1.0,Li5AlO4-Assisted Low-Temperature Sintering of Dense Li7La3Zr2O12 Solid Electrolyte with High Critical Current Density,10.1021/acsami.3c17606,2024,ACS Appl. Mater. Interfaces,信息提取结果/zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical/sse_extraction.json
zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical,route_2,route:zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical:route_2,E1,Ta5Li0-2%LAO green pellets,pellet_processing,lab_synthesis,Ball milling Ta-LLZO powder with 2 wt% Li5AlO4 followed by uniaxial pressing.,mechanical_milling; uniaxial_pressing,Ta-LLZO powder; Li5AlO4 powder,isopropyl alcohol,,,green pellet,2,ball_milling; uniaxial_pressing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""YXQM-8L planetary ball mill"", ""evidence"": [""40 g of obtained Ta-LLZO powders (2 wt% Li5AlO4 powder added to the experimental group, referred to as Ta5Li0 - 2% LAO) were ball-milled with 120 g of IPA at 120 rpm for 6 h""], ""heating_rate"": null, ""notes"": ""120 rpm"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": ""6 h"", ""type"": ""ball_milling"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""Φ16 mm die"", ""evidence"": [""The equivalent pressure for pressing into uniaxial Φ16 mm green pellets was 243 MPa by taking 1.5 g of the dried fine powders.""], ""heating_rate"": null, ""notes"": ""1.5 g dried powder per pellet"", ""pressure"": ""243 MPa"", ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""uniaxial_pressing""]",1.0,Li5AlO4-Assisted Low-Temperature Sintering of Dense Li7La3Zr2O12 Solid Electrolyte with High Critical Current Density,10.1021/acsami.3c17606,2024,ACS Appl. Mater. Interfaces,信息提取结果/zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical/sse_extraction.json
zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical,route_3,route:zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical:route_3,E2,Ta5Li15 / Ta5Li0 green pellets,pellet_processing,lab_synthesis,Uniaxial pressing of Ta-LLZO powders (with or without excess Li) into pellets.,uniaxial_pressing,Ta-LLZO powder,,,,green pellet,1,uniaxial_pressing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""Φ16 mm die"", ""evidence"": [""The equivalent pressure for pressing into uniaxial Φ16 mm green pellets was 243 MPa by taking 1.5 g of the dried fine powders.""], ""heating_rate"": null, ""notes"": ""Same procedure as Ta5Li0-2%LAO but without LAO additive"", ""pressure"": ""243 MPa"", ""step_index"": 1, ""temperature"": null, ""time"": null, ""type"": ""uniaxial_pressing""]",0.95,Li5AlO4-Assisted Low-Temperature Sintering of Dense Li7La3Zr2O12 Solid Electrolyte with High Critical Current Density,10.1021/acsami.3c17606,2024,ACS Appl. Mater. Interfaces,信息提取结果/zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical/sse_extraction.json
zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical,route_4,route:zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical:route_4,,Ta-LLZO ceramics,electrolyte_synthesis,lab_synthesis,Sintering of stacked green pellets in MgO crucible under ambient air with Li-depleted Nb-LLZO separator particles.,ambient_air_sintering; liquid_phase_synthesis; sintering; solid_state_sintering,Ta-LLZO green pellets; Li-depleted Nb-LLZO,,,,dense ceramic pellet,2,polishing; sintering,"[""atmosphere"": ""ambient air"", ""cooling_rate"": ""5 °C min^-1"", ""equipment"": ""chamber furnace (15 cm x 15 cm x 15 cm), Φ25 mm x H27 mm MgO crucible with lid"", ""evidence"": [""The sintering conditions were 1050 °C × 20 h for the experimental group and Ta5Li0 - 2% LAO and 1200 °C × 2 h for the control group Ta5Li15, with heating and cooling rates of 5 °C min^-1."", ""Seven green pellets were stacked inside a Φ25 mm × H27 mm MgO crucible and covered with a MgO lid""], ""heating_rate"": ""5 °C min^-1"", ""notes"": ""Pellets stacked with Li-depleted Nb-LLZO separators; MgO lid delays Li2O loss"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""1050 °C (Ta5Li0-2%LAO) / 1200 °C (Ta5Li15)"", ""time"": ""20 h (Ta5Li0-2%LAO) / 2 h (Ta5Li15)"", ""type"": ""sintering"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""2000 grit SiC disc, 1200 grit metallographic sandpaper"", ""evidence"": [""each pellet was ground to parallel surfaces, where rough polishing was performed with 2000 grits of SiC polishing disc with alcohol, followed by fine polishing with 1200 grits of metallographic sandpaper (Shang Sha, W5, green-color) without solvent.""], ""heating_rate"": null, ""notes"": ""Rough polishing with alcohol, fine polishing without solvent"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""polishing""]",1.0,Li5AlO4-Assisted Low-Temperature Sintering of Dense Li7La3Zr2O12 Solid Electrolyte with High Critical Current Density,10.1021/acsami.3c17606,2024,ACS Appl. Mater. Interfaces,信息提取结果/zhou-et-al-2024-li5alo4-assisted-low-temperature-sintering-of-dense-li7la3zr2o12-solid-electrolyte-with-high-critical/sse_extraction.json
zhu-et-al-2016-liquid-in-solid-and-solid-in-liquid-electrolytes-with-high-rate-capacity-and-long-cycling-life-for,route_1,route:zhu-et-al-2016-liquid-in-solid-and-solid-in-liquid-electrolytes-with-high-rate-capacity-and-long-cycling-life-for:route_1,,"TiO2-[EMI][TFSI] Ionogel series (X=0.5, 1, 1.25, 1.5)",electrolyte_synthesis,lab_synthesis,"Nonaqueous self-assembly sol-gel process using TBOT and formic acid in 1M LiTFSI-[EMI][TFSI] ionic liquid electrolyte, followed by aging and vacuum drying.",in_situ_gelation; liquid_phase_synthesis; nonaqueous_synthesis; sol-gel; solution_casting,Tetrabutyl titanate; Formic acid; 1-ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide; Lithium bis(trifluoromethanesulfonyl)imide,,,,monolith membrane,4,casting_and_aging; catalyst_addition; drying; mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""glass vials"", ""evidence"": [""predetermined amounts of LiTFSI (1.25\g) were first dispersed in [EMI][TFSI] (6.61\g) in glass vials to produce 1\mol / \L LiTFSI-[EMI][TFSI]. Next, 4.77~\mL of TBOT was added and mixed homogeneously by thorough stirring.""], ""heating_rate"": null, ""notes"": ""LiTFSI dispersed in [EMI][TFSI] to produce 1 mol/L solution; TBOT added and mixed homogeneously by thorough stirring"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""room temperature"", ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""Afterward, 4\mL of formic acid was added dropwise into the suspension with rapid stirring for 1\min to form a lithium-ion-conducting sol. Hydrolysis of TBOT occurred immediately, as indicated by the appearance of turbidity.""], ""heating_rate"": null, ""notes"": ""Formic acid added dropwise with rapid stirring to form sol; turbidity appeared immediately indicating hydrolysis"", ""pressure"": null, ""step_index"": 2, ""temperature"": ""room temperature"", ""time"": ""1 min"", ""type"": ""catalyst_addition"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""stainless steel molds"", ""evidence"": [""Subsequently, the sol was poured into stainless steel molds, aged at room temperature for 36\h ""], ""heating_rate"": null, ""notes"": ""Sol poured into molds and aged"", ""pressure"": null, ""step_index"": 3, ""temperature"": ""room temperature"", ""time"": ""36 h"", ""type"": ""casting_and_aging"", ""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""and finally dried at 60^\\circ\C in vacuum for 3 days to remove unreacted formic acid and volatile side products, including water and n -butyl alcohol.""], ""heating_rate"": null, ""notes"": ""Dried to remove unreacted formic acid and volatile side products including water and n-butyl alcohol"", ""pressure"": ""vacuum"", ""step_index"": 4, ""temperature"": ""60 °C"", ""time"": ""3 days"", ""type"": ""drying""]",0.95,"""Liquid-in-Solid"" and ""Solid-in-Liquid"" Electrolytes with High Rate Capacity and Long Cycling Life for Lithium-Ion Batteries",10.1021/acs.chemmatter.5b04278,2016,,信息提取结果/zhu-et-al-2016-liquid-in-solid-and-solid-in-liquid-electrolytes-with-high-rate-capacity-and-long-cycling-life-for/sse_extraction.json
zhu-et-al-2019-advanced-nanoclay-based-nanocomposite-solid-polymer-electrolyte-for-lithium-iron-phosphate-batteries,route_1,route:zhu-et-al-2019-advanced-nanoclay-based-nanocomposite-solid-polymer-electrolyte-for-lithium-iron-phosphate-batteries:route_1,E1,HNT-LFP/SPE,membrane_preparation,lab_synthesis,"Solution casting of PEO, LiTFSI, HNT, and LFP in acetonitrile followed by ball milling and drying.",ball_milling; liquid_phase_synthesis; mechanical_milling; solution_casting,Poly(ethylene oxide); Lithium bis(trifluoromethanesulfonyl)imide; Halloysite nanotubes; Lithium iron phosphate,Acetonitrile,Poly(ethylene oxide),Halloysite nanotubes; LiFePO4,thin film,4,ball_milling; casting; dispersion; mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""ultrasonic treatment"", ""evidence"": [""After 5 min of ultrasonic treatment, the solution was mixed using a Teflon impeller.""], ""heating_rate"": null, ""notes"": ""HNT, LiTFSI, and LFP dispersed in acetonitrile"", ""pressure"": null, ""step_index"": 1, ""temperature"": null, ""time"": ""5 min"", ""type"": ""dispersion"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""Teflon impeller"", ""evidence"": [""The mixture was stirred for 4 h""], ""heating_rate"": null, ""notes"": ""PEO added under vigorous stirring"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": ""4 h"", ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""vibrating ball mill"", ""evidence"": [""transferred to a vibrating ball mill for 20 min of ball milling to get a homogeneous electrolyte suspension""], ""heating_rate"": null, ""notes"": ""to get a homogeneous electrolyte suspension"", ""pressure"": null, ""step_index"": 3, ""temperature"": null, ""time"": ""20 min"", ""type"": ""ball_milling"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""syringe"", ""evidence"": [""The suspension was cast on a clean plastic surface using a syringe and dried into a thin film.""], ""heating_rate"": null, ""notes"": ""cast on a clean plastic surface"", ""pressure"": null, ""step_index"": 4, ""temperature"": null, ""time"": null, ""type"": ""casting""]",0.95,Advanced Nanoclay-Based Nanocomposite Solid Polymer Electrolyte for Lithium Iron Phosphate Batteries,10.1021/acsami.8b13735,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-advanced-nanoclay-based-nanocomposite-solid-polymer-electrolyte-for-lithium-iron-phosphate-batteries/sse_extraction.json
zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low,route_1,route:zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low:route_1,,UiO-66-NH2,precursor_synthesis,lab_synthesis,Hydrothermal synthesis of UiO-66-NH2 from HfCl4 and 2-aminoterephthalic acid.,hydrothermal; solvothermal,HfCl4; 2-aminoterephthalic acid,deionized water and acetic acid (3:2 v/v),,,powder,3,drying; reflux; washing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""oil bath"", ""evidence"": [""The mixed solution was refluxed at 100 °C in an oil bath for 24 h to yield light yellow solid powders""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": ""100 °C"", ""time"": ""24 h"", ""type"": ""reflux"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The products were collected and washed three times with water""], ""heating_rate"": null, ""notes"": ""washed three times with water"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""washing"", ""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""activated by heating at 80 °C in vacuum for use""], ""heating_rate"": null, ""notes"": ""activated by heating"", ""pressure"": ""vacuum"", ""step_index"": 3, ""temperature"": ""80 °C"", ""time"": null, ""type"": ""drying""]",0.95,High-Performance Metal-Organic Framework-Based Single Ion Conducting Solid-State Electrolytes for Low-Temperature Lithium Metal Batteries,10.1021/acsami.9b15374,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low/sse_extraction.json
zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low,route_2,route:zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low:route_2,,UiO-66-NHSO2CF3,precursor_synthesis,lab_synthesis,Postsynthetic modification of UiO-66-NH2 with trifluoromethanesulfonic anhydride.,post_synthetic_modification; postsynthetic_modification; solution_reaction,UiO-66-NH2; triethylamine; trifluoromethanesulfonic anhydride; pyridine,anhydrous dichloromethane,,,powder,2,centrifugation; reaction,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The mixture was maintained at 0 °C for 30 min and then reacted at ambient temperature for 72 h""], ""heating_rate"": null, ""notes"": ""maintained at 0 °C for 30 min then reacted at ambient temperature for 72 h"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""0 °C then ambient"", ""time"": ""30 min + 72 h"", ""type"": ""reaction"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""the sample was collected by centrifugation for further use""], ""heating_rate"": null, ""notes"": ""collected by centrifugation"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""centrifugation""]",0.95,High-Performance Metal-Organic Framework-Based Single Ion Conducting Solid-State Electrolytes for Low-Temperature Lithium Metal Batteries,10.1021/acsami.9b15374,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low/sse_extraction.json
zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low,route_3,route:zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low:route_3,,UiO-66-NSO2CF3K,precursor_synthesis,lab_synthesis,Neutralization of UiO-66-NHSO2CF3 with K2CO3 to form potassium salt.,ion_exchange_precursor; neutralization,UiO-66-NHSO2CF3; K2CO3,deionized water,,,powder,3,drying; filtration_and_washing; reaction,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""To a suspended solution of UiO-66-NHSO _2 CF _3 (0.512 g, 1.0 mmol) in deionized water (20 mL) was gradually added slightly excessive \K_2\CO_3 powder (0.166 g, 1.2 mmol) at room temperature with stirring for 12 h.""], ""heating_rate"": null, ""notes"": ""stirring"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""room temperature"", ""time"": ""12 h"", ""type"": ""reaction"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The sample was obtained by filtration, and washed two times with water""], ""heating_rate"": null, ""notes"": ""filtered, washed two times with water"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""filtration_and_washing"", ""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""heated in 80°C vacuum overnight""], ""heating_rate"": null, ""notes"": null, ""pressure"": ""vacuum"", ""step_index"": 3, ""temperature"": ""80 °C"", ""time"": ""overnight"", ""type"": ""drying""]",0.95,High-Performance Metal-Organic Framework-Based Single Ion Conducting Solid-State Electrolytes for Low-Temperature Lithium Metal Batteries,10.1021/acsami.9b15374,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low/sse_extraction.json
zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low,route_4,route:zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low:route_4,E5,UiOLiTFSI,electrolyte_synthesis,lab_synthesis,Ion exchange of K+ with Li+ using LiClO4 in acetonitrile.,ion_exchange; solution_reaction,UiO-66-NSO2CF3K; LiClO4,anhydrous CH3CN,,,powder,2,drying; ion_exchange,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The UiO-66- \NSO_2\CF_3\K (0.55 g, 1.0 mmol) was placed into anhydrous \CH_3\CN (20 mL) in a round-bottom flask, to which was gradually added \LiClO_4 (0.128 g, 1.2 mmol) at room temperature with stirring for 12 h. The product was filtered and washed with anhydrous acetonitrile several times. Then, the sample was ion-exchanged three times by the same method. Finally, the UiOLiTFSI was obtained by drying at 120^\\circ\C in vacuum overnight.""], ""heating_rate"": null, ""notes"": ""repeated three times"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""room temperature"", ""time"": ""12 h"", ""type"": ""ion_exchange"", ""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""drying at 120°C in vacuum overnight""], ""heating_rate"": null, ""notes"": null, ""pressure"": ""vacuum"", ""step_index"": 2, ""temperature"": ""120 °C"", ""time"": ""overnight"", ""type"": ""drying""]",0.95,High-Performance Metal-Organic Framework-Based Single Ion Conducting Solid-State Electrolytes for Low-Temperature Lithium Metal Batteries,10.1021/acsami.9b15374,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low/sse_extraction.json
zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low,route_5,route:zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low:route_5,E1,Li/UiOLiTFSI Pellet,pellet_processing,lab_synthesis,Mixing UiOLiTFSI with LiTFSI (7:3 wt) and cold pressing.,cold_pressing; mixing,UiOLiTFSI; LiTFSI,,,,pellet,3,cold_pressing; drying; mixing,"[""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""The handled MOFs (UiOLiTFSI and UiOLi) and LiTFSI were dried at 70°C under vacuum for 16 h before use""], ""heating_rate"": null, ""notes"": ""MOFs and LiTFSI dried before use"", ""pressure"": ""vacuum"", ""step_index"": 1, ""temperature"": ""70 °C"", ""time"": ""16 h"", ""type"": ""drying"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""prepared by the mixture of the handled MOFs powder and LiTFSI (7:3 weight ratio)""], ""heating_rate"": null, ""notes"": ""7:3 weight ratio"", ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""pressed into 1.3 cm pellet at 300 MPa""], ""heating_rate"": null, ""notes"": ""1.3 cm pellet"", ""pressure"": ""300 MPa"", ""step_index"": 3, ""temperature"": null, ""time"": null, ""type"": ""cold_pressing""]",0.95,High-Performance Metal-Organic Framework-Based Single Ion Conducting Solid-State Electrolytes for Low-Temperature Lithium Metal Batteries,10.1021/acsami.9b15374,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low/sse_extraction.json
zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low,route_6,route:zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low:route_6,E2,PL/UiOLiTFSI Membrane,membrane_preparation,lab_synthesis,Solution casting of UiOLiTFSI/LiTFSI/PVDF in DMF.,film_casting; liquid_phase_synthesis; polymer_composite; solution_casting,UiOLiTFSI; LiTFSI; PVDF,DMF,PVDF,,membrane,3,casting; drying; mixing,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""mechanical stirring"", ""evidence"": [""dissolved in DMF, and 20% PVDF was put into the mixture by mechanical stirring at room temperature for 12 h""], ""heating_rate"": null, ""notes"": ""dissolved in DMF"", ""pressure"": null, ""step_index"": 1, ""temperature"": ""room temperature"", ""time"": ""12 h"", ""type"": ""mixing"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""Teflon mold"", ""evidence"": [""the dispersed mixture was cast to a Teflon mold""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 2, ""temperature"": null, ""time"": null, ""type"": ""casting"", ""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": ""vacuum furnace"", ""evidence"": [""dried in a vacuum furnace at 80°C for 24 h to remove the leftover solvent""], ""heating_rate"": null, ""notes"": ""remove leftover solvent"", ""pressure"": ""vacuum"", ""step_index"": 3, ""temperature"": ""80 °C"", ""time"": ""24 h"", ""type"": ""drying""]",0.95,High-Performance Metal-Organic Framework-Based Single Ion Conducting Solid-State Electrolytes for Low-Temperature Lithium Metal Batteries,10.1021/acsami.9b15374,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low/sse_extraction.json
zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low,route_7,route:zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low:route_7,E6,LiUiO-66 (UiOLi),electrolyte_synthesis,lab_synthesis,Solvothermal synthesis of UiO-66 followed by Li+ exchange.,ion_exchange; solvothermal,terephthalic acid; HfCl4; LiClO4,DMF and formic acid (9:1 v/v); acetonitrile,,,powder,4,drying; ion_exchange; solvothermal,"[""atmosphere"": null, ""cooling_rate"": null, ""equipment"": ""stainless steel autoclave"", ""evidence"": [""heated at 120°C for 48 h""], ""heating_rate"": null, ""notes"": null, ""pressure"": null, ""step_index"": 1, ""temperature"": ""120 °C"", ""time"": ""48 h"", ""type"": ""solvothermal"", ""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""dried in vacuum at 120°C""], ""heating_rate"": null, ""notes"": null, ""pressure"": ""vacuum"", ""step_index"": 2, ""temperature"": ""120 °C"", ""time"": null, ""type"": ""drying"", ""atmosphere"": null, ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""transferred to the acetonitrile solution of 1 M LiClO4 and stirred for 12 h""], ""heating_rate"": null, ""notes"": ""1 M LiClO4 in acetonitrile"", ""pressure"": null, ""step_index"": 3, ""temperature"": null, ""time"": ""12 h"", ""type"": ""ion_exchange"", ""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""dried by heating at 120°C in vacuum for use""], ""heating_rate"": null, ""notes"": null, ""pressure"": ""vacuum"", ""step_index"": 4, ""temperature"": ""120 °C"", ""time"": null, ""type"": ""drying""]",0.95,High-Performance Metal-Organic Framework-Based Single Ion Conducting Solid-State Electrolytes for Low-Temperature Lithium Metal Batteries,10.1021/acsami.9b15374,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-high-performance-metal-organic-framework-based-single-ion-conducting-solid-state-electrolytes-for-low/sse_extraction.json
zhu-et-al-2019-in-situ-formed-li-b-h-complex-with-high-li-ion-conductivity-as-a-potential-solid-electrolyte-for-li,route_1,route:zhu-et-al-2019-in-situ-formed-li-b-h-complex-with-high-li-ion-conductivity-as-a-potential-solid-electrolyte-for-li:route_1,E2,LP-LiBH2.4,electrolyte_synthesis,lab_synthesis,Partial dehydrogenation of LiBH4 at 450 °C under vacuum.,dehydrogenation; thermal_decomposition,LiBH4,,,,powder,1,dehydrogenation,"[""atmosphere"": ""vacuum"", ""cooling_rate"": null, ""equipment"": null, ""evidence"": [""Different LiBH4-x samples were prepared by dehydrogenating LiBH4 (95%, Aladdin) for different durations at 450°C (heating rate 5°C min^-1) under vacuum""], ""heating_rate"": ""5 °C min^-1"", ""notes"": ""Duration varied to achieve specific H2 desorption; LP-LiBH2.4 corresponds to specific desorption level but exact time not explicitly linked to this specific alias in text other than general description."", ""pressure"": ""vacuum"", ""step_index"": 1, ""temperature"": ""450 °C"", ""time"": null, ""type"": ""dehydrogenation""]",0.9,In Situ Formed Li-B-H Complex with High Li-Ion Conductivity as a Potential Solid Electrolyte for Li Batteries,10.1021/acsami.9b01326,2019,ACS Applied Materials & Interfaces,信息提取结果/zhu-et-al-2019-in-situ-formed-li-b-h-complex-with-high-li-ion-conductivity-as-a-potential-solid-electrolyte-for-li/sse_extraction.json
